Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000012724	PAK1IP1	0.693513642966521	0
ENSGALG00000003758	MREG	0.693533763988052	0.1
ENSGALG00000014813	HOMER1	0.693666714616994	0.1
ENSGALG00000024964	SNORA53	0.693671016322086	-0.2
ENSGALG00000009795	MON2	0.693756027068451	0.1
ENSGALG00000030470		0.693865931133287	0.2
ENSGALG00000029646	CNNM4	0.694080699362451	0.1
ENSGALG00000036477	CHPF2	0.694356914054663	-0.1
ENSGALG00000050081		0.694491031872833	0.1
ENSGALG00000009733	SHFM1	0.694625947112416	-0.1
ENSGALG00000019484		0.694719095501408	0.2
ENSGALG00000021658	PAFAH2	0.69478579635803	0.1
ENSGALG00000023506		0.69478579635803	0.1
ENSGALG00000028135		0.69478579635803	0.1
ENSGALG00000054243		0.69478579635803	-0.2
ENSGALG00000009885	HELB	0.69485081707463	0.2
ENSGALG00000011800	FAM234B	0.69485081707463	0.1
ENSGALG00000016448	KCNF1	0.69485081707463	-0.1
ENSGALG00000020921		0.69485081707463	-0.1
ENSGALG00000024271	ECHS1	0.69485081707463	0.1
ENSGALG00000024482	LEPROTL1	0.69485081707463	-0.1
ENSGALG00000010228	TOE1	0.694876204117438	0
ENSGALG00000031519	KHDRBS3	0.694927796817392	-0.1
ENSGALG00000007642	CTBPL	0.695032095169939	0
ENSGALG00000037377	TULP4	0.695032095169939	0.2
ENSGALG00000050002	COLEC11	0.695106882087997	0.2
ENSGALG00000004362	MRPL21	0.695227385826919	0.1
ENSGALG00000012208	GMFB	0.695326158923631	0.1
ENSGALG00000014648	CETN3	0.695326158923631	-0.1
ENSGALG00000026460		0.695326158923631	0.1
ENSGALG00000051036		0.695326158923631	0.1
ENSGALG00000049111		0.695684294250339	0.1
ENSGALG00000047914		0.695803904255724	0.2
ENSGALG00000006791	TTI1	0.695841730025333	-0.1
ENSGALG00000047797		0.695965378638769	0.1
ENSGALG00000019934		0.696068958841965	0.2
ENSGALG00000017296	KLHL42	0.696203044003064	0.1
ENSGALG00000008910		0.696496207522524	-0.2
ENSGALG00000007767	DIS3L2	0.696687613335702	0.1
ENSGALG00000032375		0.696687613335702	-0.2
ENSGALG00000034262	VPS25	0.696687613335702	0.1
ENSGALG00000020754	ATP6V0E2	0.696739839114564	-0.1
ENSGALG00000054523	LZTFL1	0.696915000394294	0.1
ENSGALG00000015628	MSANTD1	0.697024702763637	-0.1
ENSGALG00000012552	TOM1	0.697113879762131	-0.1
ENSGALG00000054887		0.69725038101162	-0.1
ENSGALG00000007246	ELMO2	0.697269094312	0.1
ENSGALG00000047410		0.697269094312	0.2
ENSGALG00000022557	CLDN3	0.697638183374936	0.1
ENSGALG00000036474	FAM32A	0.697733874104027	-0.1
ENSGALG00000003549	MTG1	0.697781108319346	0.1
ENSGALG00000049946		0.698053179000901	0.2
ENSGALG00000002427	SMIM5	0.698236830018207	0.1
ENSGALG00000025886	SUSD3	0.698236830018207	0.2
ENSGALG00000014988	POPDC2	0.698355951915848	0.2
ENSGALG00000033054	RMC1	0.698355951915848	0
ENSGALG00000040844	GIT2	0.698567718592825	0
ENSGALG00000037077	CCR5	0.698726011175793	0.1
ENSGALG00000042565		0.698726011175793	0.1
ENSGALG00000001600	DVL1	0.69880178868579	0.1
ENSGALG00000019979	DYNLT1	0.69880178868579	0.1
ENSGALG00000002319	TEKT2	0.699340245842768	-0.2
ENSGALG00000000927	ANGPTL2	0.699405938664788	-0.1
ENSGALG00000050882		0.699405938664788	-0.1
ENSGALG00000017289	C12orf4	0.699710647804287	0.1
ENSGALG00000046567		0.699710647804287	0.1
ENSGALG00000002048	GPRIN2	0.699811580663129	-0.2
ENSGALG00000016359	FBXO25	0.699811580663129	0.1
ENSGALG00000015511	ROBO1	0.700012972107048	-0.1
ENSGALG00000004168	FEM1A	0.700583275274365	0
ENSGALG00000006562	MCF2	0.700654087089329	-0.1
ENSGALG00000047031		0.700707903153418	-0.1
ENSGALG00000032148	CANX	0.700818926371401	0
ENSGALG00000003771	SIN3B	0.700960182952714	-0.1
ENSGALG00000007037	PPP6R3	0.70132394553911	0
ENSGALG00000050474		0.701326393321573	0.1
ENSGALG00000041666	ASNSD1	0.701724486180516	-0.1
ENSGALG00000001022	CCDC43	0.70224206285121	0.1
ENSGALG00000012056	GRAP2	0.702267217247215	0.2
ENSGALG00000003720	FANCD2	0.702281942028862	-0.1
ENSGALG00000007641	LDB1	0.702281942028862	-0.1
ENSGALG00000024486	C4orf48	0.702411892533171	0.1
ENSGALG00000050893	CCR2	0.702411892533171	0.1
ENSGALG00000024485	BET1	0.702905399428061	-0.1
ENSGALG00000003212		0.703810498400331	-0.2
ENSGALG00000012220	CDKN3	0.703810498400331	0.1
ENSGALG00000038646	EIF1B	0.703810498400331	0.1
ENSGALG00000048390		0.703810498400331	0.1
ENSGALG00000015025	VANGL1	0.703863641733119	-0.1
ENSGALG00000041294	COQ2	0.704135677076707	-0.1
ENSGALG00000041802	LYRM9	0.704931225874811	0.1
ENSGALG00000044654	C22orf39	0.705289368296107	0.1
ENSGALG00000035152	ALKBH2	0.705389341846548	0.1
ENSGALG00000003220	UPF1	0.705498096844759	0
ENSGALG00000017706		0.706183024235895	0
ENSGALG00000002931	REG4	0.706228979943178	0.1
ENSGALG00000003029	PLPP6	0.706438769263296	0.1
ENSGALG00000005601		0.706634303350388	-0.1
ENSGALG00000012245	ADH4	0.706706572431751	0
ENSGALG00000035325	PMAIP1	0.707155430389147	0.1
ENSGALG00000042020	CG-16	0.707386595319361	-0.2
ENSGALG00000046857		0.707386595319361	0.1
ENSGALG00000032599	ZNF384	0.70740433837576	-0.1
ENSGALG00000041565		0.70740433837576	-0.2
ENSGALG00000020939	SLC35C2	0.707518240399489	-0.1
ENSGALG00000002569	RAN	0.707684527234345	0
ENSGALG00000048533		0.708077808481492	-0.2
ENSGALG00000027190	COX11	0.708168126255634	0
ENSGALG00000026687	PLCD4	0.70817584178613	-0.2
ENSGALG00000008086	ACTR1A	0.708267103238767	0
ENSGALG00000011171	TBP	0.708300803272846	0
ENSGALG00000028354	METRNL	0.708300803272846	0.2
ENSGALG00000054506		0.708300803272846	0.1
ENSGALG00000008097	CELF1	0.708819054998317	-0.1
ENSGALG00000052255		0.708977200380863	-0.2
ENSGALG00000051559		0.709518034065711	-0.2
ENSGALG00000005901	PCMTD2	0.709592225671085	-0.1
ENSGALG00000005745	YTHDF1	0.709607081026466	0
ENSGALG00000012677	CDKAL1	0.709607081026466	0
ENSGALG00000037206	ST7	0.709607081026466	0.1
ENSGALG00000004998	RAF1	0.70997572073642	0
ENSGALG00000026241	GRIN3B	0.709979944078471	-0.2
ENSGALG00000054874		0.710316993004999	0.1
ENSGALG00000036796	HYLS1	0.710507995014339	0.1
ENSGALG00000010034		0.710692164061514	-0.1
ENSGALG00000006241		0.710979437446218	0.2
ENSGALG00000017836		0.711024810567621	0.2
ENSGALG00000043823		0.711092089637664	0.1
ENSGALG00000013822	TXLNB	0.711168207222122	0.2
ENSGALG00000017166	RAB39A	0.711168207222122	-0.1
ENSGALG00000035108	KDM7A	0.711168207222122	0.1
ENSGALG00000036725	ASCL3	0.711168207222122	0.2
ENSGALG00000041948		0.711168207222122	0.1
ENSGALG00000003409	SOGA1	0.711224978278206	0.1
ENSGALG00000010638	CASP3	0.711630059069583	0
ENSGALG00000051588		0.711683057233905	0.2
ENSGALG00000034573	ABCF2	0.711697268282816	0
ENSGALG00000046977		0.711722645386403	0.2
ENSGALG00000012223	ZRANB3	0.711853467084117	0.1
ENSGALG00000006558	WDR60	0.712042951921669	-0.1
ENSGALG00000006712	RSPH14	0.712042951921669	0.2
ENSGALG00000014581	BORCS8	0.712042951921669	-0.1
ENSGALG00000016191	PKNOX1	0.712042951921669	-0.1
ENSGALG00000018998	UNC5A	0.712042951921669	-0.1
ENSGALG00000033447	H2AZ2	0.712042951921669	0.1
ENSGALG00000035453		0.712042951921669	0.1
ENSGALG00000043190		0.712042951921669	-0.2
ENSGALG00000052797		0.712042951921669	0.1
ENSGALG00000006190	FHL1	0.712108949973981	-0.2
ENSGALG00000001849	BSN	0.712154539185138	0.1
ENSGALG00000010227	KRR1	0.712154539185138	0
ENSGALG00000014298	RFC1	0.712154539185138	0
ENSGALG00000014977	GSK3B	0.712154539185138	0
ENSGALG00000026207	CNTF	0.712154539185138	0.2
ENSGALG00000026300		0.712154539185138	0.1
ENSGALG00000047364		0.712851574909607	-0.2
ENSGALG00000000990	SRSF6	0.712890390990422	0
ENSGALG00000014973	GPR156	0.712890390990422	0.2
ENSGALG00000004627		0.713153802960792	0.1
ENSGALG00000014140	ARFGAP3	0.713153802960792	0
ENSGALG00000015641	CCNH	0.713153802960792	-0.1
ENSGALG00000003272	KHDRBS1	0.713387725208789	0
ENSGALG00000041397		0.713387725208789	0.1
ENSGALG00000047805		0.713387725208789	-0.2
ENSGALG00000007808	HID1	0.713446945958739	-0.1
ENSGALG00000043053	DAO	0.713719894985631	-0.2
ENSGALG00000016830	CUL4A	0.71372730362717	0.1
ENSGALG00000004234	PGGHG	0.713748577293266	0.2
ENSGALG00000003913	MCEE	0.713989660374797	0.1
ENSGALG00000017145	MPHOSPH8	0.714053575257125	-0.1
ENSGALG00000051367		0.714053575257125	-0.2
ENSGALG00000045312	SEMA6C	0.714078683396222	-0.1
ENSGALG00000047009		0.714489650195619	0
ENSGALG00000009668	HPF1	0.714660689799217	0
ENSGALG00000011900	NAGA	0.714660689799217	-0.1
ENSGALG00000038374	SNX20	0.714660689799217	0.1
ENSGALG00000052117		0.714660689799217	0.1
ENSGALG00000010734	PPP4R3A	0.714775058017883	0
ENSGALG00000015006	MAB21L3	0.714897265286114	-0.1
ENSGALG00000015689	ECPAS	0.714897265286114	-0.1
ENSGALG00000037223		0.714898630262429	0.1
ENSGALG00000038810		0.714918722626469	0.1
ENSGALG00000013606	FGL1	0.715043945081634	-0.1
ENSGALG00000038096	NOS2	0.715331560745644	-0.1
ENSGALG00000004311		0.715620605867427	0
ENSGALG00000033515	STK11IP	0.715650418056474	0.1
ENSGALG00000005831	DNAI1	0.715653871719318	-0.2
ENSGALG00000010177	ZFC3H1	0.715653871719318	0
ENSGALG00000017868	SNORA19	0.715653871719318	0.2
ENSGALG00000038026	AEBP2	0.715653871719318	0
ENSGALG00000047814		0.715653871719318	0.2
ENSGALG00000050465		0.715653871719318	-0.1
ENSGALG00000054430	GLYCTK	0.715653871719318	-0.1
ENSGALG00000054527		0.715653871719318	0.1
ENSGALG00000040729		0.715886248479913	-0.2
ENSGALG00000008812	CCT4	0.716114731398922	0
ENSGALG00000016199	CRYAA	0.716114731398922	-0.1
ENSGALG00000033391	ISL2	0.716114731398922	0.1
ENSGALG00000007052	PXK	0.716302105728168	0
ENSGALG00000010384	CLRN1	0.716441903301194	-0.1
ENSGALG00000015111	APBA1	0.716656267319194	-0.1
ENSGALG00000004064	GPER1	0.716930213474395	-0.1
ENSGALG00000006326	MIF	0.716930213474395	0.1
ENSGALG00000030702	KIN	0.716930213474395	0.1
ENSGALG00000034434	IDH2	0.717074572338305	0
ENSGALG00000005779	FBXO31	0.717111912678171	-0.1
ENSGALG00000055058		0.717198534834628	-0.1
ENSGALG00000004254	TMEM120B	0.717274319405631	0.1
ENSGALG00000047800		0.717524029946831	-0.2
ENSGALG00000004623	AGTRAP	0.718493832931044	0.2
ENSGALG00000039901	PUF60	0.718591434066871	0.2
ENSGALG00000040739	TXNL4A	0.718591434066871	0.1
ENSGALG00000014286	PDS5A	0.718710215300032	0
ENSGALG00000025224	gga-mir-1683	0.718752995336509	-0.2
ENSGALG00000009884	SYT14	0.718824752805154	0.1
ENSGALG00000001304		0.718829473200678	-0.1
ENSGALG00000037242		0.718875490691868	-0.2
ENSGALG00000041783	TMEM19	0.718875490691868	0.1
ENSGALG00000041934	THOP1	0.718875490691868	0
ENSGALG00000053076		0.718875490691868	-0.1
ENSGALG00000010943	SCN1A	0.718940620969005	-0.2
ENSGALG00000012555	CCDC148	0.718940620969005	0.2
ENSGALG00000014826	TTC33	0.718940620969005	-0.1
ENSGALG00000015474	CD80	0.718940620969005	0.1
ENSGALG00000018352	gga-mir-7-1	0.718940620969005	-0.2
ENSGALG00000047991		0.718940620969005	0.1
ENSGALG00000049559		0.71915250746666	-0.1
ENSGALG00000030890	RRS1	0.719177291566845	0.1
ENSGALG00000004621	PREX1	0.71936241419511	0.1
ENSGALG00000011203	HPSE	0.71936241419511	0.1
ENSGALG00000032893	SHISA4	0.719874166654268	0.1
ENSGALG00000048953		0.719874166654268	0.1
ENSGALG00000049491		0.719874166654268	-0.1
ENSGALG00000017065		0.71991985204195	-0.1
ENSGALG00000026850	TICAM1	0.719933666817937	-0.1
ENSGALG00000013064	NSUN2	0.719955485782102	0
ENSGALG00000000625	MAPT	0.720100371098918	0
ENSGALG00000044521		0.720100371098918	-0.2
ENSGALG00000050699		0.720100371098918	0.2
ENSGALG00000014891	PELO	0.720112254678229	-0.1
ENSGALG00000009065	VMA21	0.720223569789998	0
ENSGALG00000054330		0.720309486506949	0.1
ENSGALG00000037051		0.721430229992205	0.2
ENSGALG00000001981		0.721540848639932	0.1
ENSGALG00000033254		0.721540848639932	-0.1
ENSGALG00000006025	XIRP1	0.721887489375267	0.1
ENSGALG00000008859	WDR31	0.722021287672267	0.1
ENSGALG00000010471	PPP2R2D	0.722146461326636	0
ENSGALG00000001959	HENMT1	0.722545238816493	-0.1
ENSGALG00000014643		0.722656548293696	-0.1
ENSGALG00000032577	MECOM	0.722656548293696	-0.1
ENSGALG00000011624	PNLDC1	0.722667659130552	0.1
ENSGALG00000018815	PCGF2	0.722686137600436	-0.2
ENSGALG00000044519	COA8	0.722790443445227	0.1
ENSGALG00000046969		0.722790443445227	-0.1
ENSGALG00000052421		0.722819853225877	0.1
ENSGALG00000025680		0.723118036696108	-0.1
ENSGALG00000038813	KLHL41	0.723218491234969	0.1
ENSGALG00000012986	KDM5A	0.723334202835683	-0.1
ENSGALG00000049445		0.723334202835683	0.1
ENSGALG00000031851	TENT4B	0.724406668741173	0
ENSGALG00000052771		0.724406668741173	0.1
ENSGALG00000052951		0.724406668741173	-0.1
ENSGALG00000005303		0.724595319602984	0.2
ENSGALG00000020262	NKAPL	0.724595319602984	0
ENSGALG00000032598		0.724645726437337	-0.2
ENSGALG00000050691		0.725316442214896	-0.1
ENSGALG00000012452	MIS18BP1	0.72558695175943	-0.1
ENSGALG00000040128	SNAP29	0.72558695175943	0
ENSGALG00000049958		0.72558695175943	0.1
ENSGALG00000040023	MAPK11	0.725589739697795	-0.1
ENSGALG00000007371	IGDCC3	0.725637685314072	0.1
ENSGALG00000040613		0.725637685314072	0.1
ENSGALG00000001283	SRRM1	0.725675673974443	0
ENSGALG00000028985		0.725675673974443	0.1
ENSGALG00000050937		0.725675673974443	-0.1
ENSGALG00000050325		0.725820673612857	-0.1
ENSGALG00000050622		0.725952249217257	0.1
ENSGALG00000015385	THAP1	0.726063466588606	-0.1
ENSGALG00000025677	SCARNA8	0.726063466588606	-0.2
ENSGALG00000034264		0.726063466588606	0
ENSGALG00000037030	CREBL2	0.726071691023702	0.1
ENSGALG00000040969	PTP4A3	0.726071691023702	0.1
ENSGALG00000041205		0.726076238754754	0.1
ENSGALG00000007663	KDM3B	0.726248104298293	0
ENSGALG00000005323	DIRAS2	0.726337779811153	0.2
ENSGALG00000034509	DYNLRB1	0.726501423634253	-0.1
ENSGALG00000034288		0.726511975622036	0.1
ENSGALG00000051845		0.726901132617541	-0.2
ENSGALG00000033529	BRPF1	0.727228130659867	-0.1
ENSGALG00000027860	CISD2	0.727625583890632	-0.1
ENSGALG00000038529	PLPPR3	0.727755006164417	0.1
ENSGALG00000004897	GTSE1	0.727796602014431	0
ENSGALG00000000402	LOXL2	0.728337461077598	0.1
ENSGALG00000016586	CCDC25	0.728337461077598	0
ENSGALG00000054909		0.728337461077598	-0.2
ENSGALG00000008473	PLXND1	0.728537982915359	0.2
ENSGALG00000036627	CXCR1	0.728537982915359	0.1
ENSGALG00000003387		0.728557494239037	-0.1
ENSGALG00000031021	ERICH1	0.728557494239037	-0.1
ENSGALG00000022030	PGAP3	0.728673101446887	-0.1
ENSGALG00000026734	GABPB2	0.728673101446887	0.1
ENSGALG00000027695	PCBP4	0.728673101446887	0.1
ENSGALG00000050260		0.729350945974582	-0.2
ENSGALG00000047409		0.729623405821619	-0.2
ENSGALG00000053234		0.729853620717833	0.2
ENSGALG00000010837	ASB5	0.72988822476669	-0.1
ENSGALG00000015663	HSDL2	0.73005372505953	-0.1
ENSGALG00000036935		0.730055204860492	0.1
ENSGALG00000006392	RNF168	0.730113774714832	0.1
ENSGALG00000017314		0.730135934063194	0.1
ENSGALG00000002145	CAMSAP2	0.730157569982956	0
ENSGALG00000007595	LRCH3	0.730161093381197	0
ENSGALG00000011432	CDC42BPB	0.730161093381197	-0.1
ENSGALG00000002301	CNOT1	0.730417298141263	0
ENSGALG00000037167	HIST1H103	0.730417298141263	0.1
ENSGALG00000007976		0.730519270007324	0.2
ENSGALG00000052841		0.730519270007324	0.2
ENSGALG00000054932		0.730577684478516	0.1
ENSGALG00000001916	SLIT3	0.730673948265736	0.2
ENSGALG00000037286	VIL1	0.730673948265736	-0.1
ENSGALG00000002959	NRBF2	0.730785727720041	0
ENSGALG00000009985	LSM6	0.730785727720041	0.1
ENSGALG00000015271		0.730785727720041	-0.2
ENSGALG00000017119	TNFRSF19	0.730785727720041	0.1
ENSGALG00000039168	SCFD2	0.730785727720041	0
ENSGALG00000039523	MRM1	0.730785727720041	-0.1
ENSGALG00000026258	MAF	0.730792079531468	-0.1
ENSGALG00000041558		0.730874979371063	-0.1
ENSGALG00000009790	RAB33B	0.730910314629215	0.1
ENSGALG00000030672	TRIP4	0.730910314629215	-0.1
ENSGALG00000003861		0.73091055651559	0
ENSGALG00000006714	CCDC61	0.731391654461143	0.1
ENSGALG00000000857	NMT1	0.732219394702242	0
ENSGALG00000032746	ENPP2	0.732305029997316	-0.2
ENSGALG00000008206	TESC	0.732332161009531	-0.2
ENSGALG00000015056	LAMA3	0.732505130620676	-0.1
ENSGALG00000050872		0.732505130620676	-0.1
ENSGALG00000033932	BF1	0.732562502188582	0.1
ENSGALG00000041512		0.732595432254202	0.1
ENSGALG00000031002		0.733087559204683	0.1
ENSGALG00000026082		0.733168649865601	0.2
ENSGALG00000026488	SNORD42	0.733168649865601	0.1
ENSGALG00000027472	TMEM38B	0.733168649865601	-0.1
ENSGALG00000045436		0.733168649865601	-0.1
ENSGALG00000049331		0.733168649865601	0.2
ENSGALG00000037527		0.73342278103738	0
ENSGALG00000016723	ADGRF2	0.733483379641378	-0.1
ENSGALG00000046093		0.733483379641378	-0.1
ENSGALG00000000638	UTP4	0.733860524033601	0
ENSGALG00000033017	C2orf88	0.734024498083305	-0.1
ENSGALG00000053105	RAP1GAP	0.734579933691939	-0.2
ENSGALG00000008757	CNRIP1	0.734600926429292	0.1
ENSGALG00000049119	ZNF638	0.73464736247517	-0.1
ENSGALG00000013872	SEH1L	0.7347883329056	0
ENSGALG00000012490		0.734948821402397	0.2
ENSGALG00000048321		0.73505354161817	0.1
ENSGALG00000006161	CHMP1A	0.735078708531089	0.1
ENSGALG00000002129	WDR47	0.735120496819113	0
ENSGALG00000016806	GCC2	0.735120496819113	-0.1
ENSGALG00000043283	LGI2	0.735120496819113	-0.1
ENSGALG00000051597		0.735381826323862	0
ENSGALG00000009633	KATNBL1	0.735405099471801	0
ENSGALG00000016605	EFR3B	0.735405099471801	-0.2
ENSGALG00000041778		0.735405099471801	0.1
ENSGALG00000049091		0.735405099471801	-0.1
ENSGALG00000001446	GSN	0.735498415776596	0.2
ENSGALG00000017828		0.735617027929493	0.1
ENSGALG00000017015	RNASEH2B	0.735679344804054	0
ENSGALG00000028149	MED18	0.735679344804054	-0.1
ENSGALG00000046895		0.735679344804054	0.1
ENSGALG00000050153		0.735679344804054	-0.1
ENSGALG00000001146	UBXN6	0.736093009510243	0.1
ENSGALG00000006040	UCKL1	0.736321374878683	-0.1
ENSGALG00000043545	PNPT1	0.736605825922099	0
ENSGALG00000035690	RAPGEFL1	0.736750617265827	0.2
ENSGALG00000047432		0.736750617265827	0.1
ENSGALG00000034533		0.737188131632679	-0.2
ENSGALG00000043329		0.737357194431527	0
ENSGALG00000007651	STAT1	0.737388947325305	0.1
ENSGALG00000010478	STIL	0.737388947325305	0.1
ENSGALG00000014144	CORIN	0.737388947325305	-0.1
ENSGALG00000032988	PCMT1L	0.737388947325305	-0.1
ENSGALG00000002750	NCKAP1	0.737493548191553	0
ENSGALG00000005450	CCDC66	0.738753626644617	0
ENSGALG00000036295	DFFB	0.738753626644617	0.1
ENSGALG00000007183	ERGIC2	0.738803473719846	0
ENSGALG00000029523	RAD21	0.73886950739879	0
ENSGALG00000004971	URM1	0.738896307541226	0.1
ENSGALG00000012903	PIGN	0.739031121723618	-0.1
ENSGALG00000005968	MMP11	0.739106692289011	-0.1
ENSGALG00000006900		0.739106692289011	0.1
ENSGALG00000009195	MCM8	0.739241964748582	0.1
ENSGALG00000016086	EGR4	0.739241964748582	-0.1
ENSGALG00000036666	ZCCHC10	0.739241964748582	0
ENSGALG00000053979		0.739241964748582	0.1
ENSGALG00000015051	CDK19	0.739278082519337	0.1
ENSGALG00000015928		0.739278082519337	-0.1
ENSGALG00000002189	SNX1	0.739327433691349	0
ENSGALG00000007929	DIXDC1	0.739327433691349	0.1
ENSGALG00000016322		0.739327433691349	-0.1
ENSGALG00000026957	SEMA4G	0.739327433691349	-0.2
ENSGALG00000047157		0.739327433691349	0.1
ENSGALG00000015203		0.739914686285866	0.1
ENSGALG00000051235		0.739914686285866	0.1
ENSGALG00000042875	HMGB1	0.740147699994531	0
ENSGALG00000001058	ARHGEF16	0.74053884120922	0.1
ENSGALG00000002964	DHX37	0.74053884120922	0
ENSGALG00000007315	PSMD6	0.74053884120922	0
ENSGALG00000042340	GTF2H1	0.74053884120922	0
ENSGALG00000013493	SPTLC1	0.74063682244512	0
ENSGALG00000039408		0.740726898557166	0.1
ENSGALG00000030165		0.740824456165946	0.1
ENSGALG00000001492	NDRG3	0.741315357925387	0
ENSGALG00000004431	SAR1A	0.741514426012869	0
ENSGALG00000005808	KREMEN1	0.741881923641629	-0.1
ENSGALG00000049638	GATD1	0.741881923641629	0.2
ENSGALG00000004783	C17H9orf16	0.741992264359249	-0.1
ENSGALG00000050604		0.741992264359249	-0.2
ENSGALG00000040732		0.742116590011049	-0.1
ENSGALG00000027152	HELZ	0.742326162221559	0
ENSGALG00000010652	SCP2	0.742749607674931	0
ENSGALG00000011130	COPS4	0.742814765756667	0
ENSGALG00000011697	SEC22A	0.742906365885229	0
ENSGALG00000005506	HESX1	0.742999850006414	-0.1
ENSGALG00000013101		0.743005418656223	-0.1
ENSGALG00000015783	IMMT	0.743012593274138	0
ENSGALG00000046322		0.743012593274138	0.1
ENSGALG00000048309		0.743012593274138	0.1
ENSGALG00000050539		0.743012593274138	-0.1
ENSGALG00000051963		0.743076588894064	-0.1
ENSGALG00000043137		0.743530119020925	0.1
ENSGALG00000031024		0.743594116271856	-0.2
ENSGALG00000017092	PAN3	0.743735000717398	0
ENSGALG00000008807	DCUN1D1	0.743972279359482	0
ENSGALG00000012123	PAX6	0.743986409975444	0.1
ENSGALG00000048063		0.744084580441744	0.1
ENSGALG00000015645	GRK4	0.744629505460583	0.1
ENSGALG00000008845	HAO1	0.744816389445062	0.1
ENSGALG00000010285	MRPL14	0.744961976728935	0
ENSGALG00000002304	ADPRHL2	0.744965200028617	0
ENSGALG00000031503	LRP6	0.745144714710451	-0.1
ENSGALG00000015218	SLC19A2	0.745395580376483	0.1
ENSGALG00000009153	COPA	0.745480055957594	0
ENSGALG00000035207	TDO2	0.745480055957594	0.1
ENSGALG00000040184	RIMKLB	0.745480055957594	-0.1
ENSGALG00000045169	LRRC10B	0.745625566661928	-0.1
ENSGALG00000002029	TMEM259	0.745649781191115	0
ENSGALG00000014448	CDC37L1	0.745662341640958	0.1
ENSGALG00000012546	MCM5	0.74570820672837	0
ENSGALG00000006633	TMEM243	0.745763379105926	0.2
ENSGALG00000010199	MFSD8	0.745763379105926	0.1
ENSGALG00000011827	WDR89	0.745763379105926	-0.1
ENSGALG00000037315	KLHDC4	0.745763379105926	0
ENSGALG00000039450	SOS1	0.745763379105926	0
ENSGALG00000054225		0.745763379105926	0.1
ENSGALG00000054733		0.745763379105926	0.1
ENSGALG00000009905	MDM1	0.746021990664659	0
ENSGALG00000039221		0.746320115220356	0
ENSGALG00000049296		0.746320115220356	-0.1
ENSGALG00000043370		0.746360746112539	0.1
ENSGALG00000039387	PSMA2	0.746952190852913	0
ENSGALG00000054890		0.74700038644662	-0.1
ENSGALG00000016067	HMGN1	0.747003051041367	0
ENSGALG00000003259	EIF2B1	0.747271245464261	-0.1
ENSGALG00000005699	NLK	0.747473675991531	0
ENSGALG00000031487	FSTL4	0.747473675991531	0.1
ENSGALG00000027932	SLF1	0.747584708402733	0.1
ENSGALG00000000830		0.747596154439515	0.1
ENSGALG00000004999	TAF7	0.747596154439515	0
ENSGALG00000016864	METTL21C	0.747596154439515	0
ENSGALG00000026426		0.747596154439515	-0.1
ENSGALG00000049426	WBP1	0.747596154439515	0.1
ENSGALG00000012045		0.74772565761876	-0.1
ENSGALG00000015196	ASXL3	0.74772565761876	-0.1
ENSGALG00000021017	DUSP15	0.74772565761876	0.1
ENSGALG00000030844	DMTF1	0.74772565761876	0.1
ENSGALG00000045085	IFIT5	0.748028204146963	0.1
ENSGALG00000047904		0.748029137466399	0.1
ENSGALG00000001950	PMPCA	0.748105167136682	0
ENSGALG00000008270	CALHM2	0.748105167136682	-0.2
ENSGALG00000008753	FBXO48	0.748105167136682	0.1
ENSGALG00000029917	SGCA	0.748166692331723	0.1
ENSGALG00000033038	STARD3NL	0.748376374118642	0.1
ENSGALG00000049582		0.748488455395239	0.1
ENSGALG00000047386		0.748533819019634	-0.1
ENSGALG00000026107		0.748555021146004	0.1
ENSGALG00000009410	PEX1	0.749230525101785	-0.1
ENSGALG00000016262	XK	0.749365121328664	-0.1
ENSGALG00000011421	HAL	0.749485764835218	-0.1
ENSGALG00000011897	SMDT1	0.749485764835218	-0.1
ENSGALG00000035334	COX3	0.749485764835218	0
ENSGALG00000054893		0.749485764835218	-0.1
ENSGALG00000008940		0.749548868613716	0.1
ENSGALG00000031457	TDG	0.749548868613716	0
ENSGALG00000043506	NMB	0.749691196888154	0.1
ENSGALG00000007512	MORC2	0.749701479554443	0
ENSGALG00000047532		0.750146909092584	0.1
ENSGALG00000012227	TSPAN5	0.750207535251843	-0.1
ENSGALG00000008834		0.750246560978233	0.1
ENSGALG00000004438	ARSB	0.750731637486555	-0.1
ENSGALG00000034488		0.75106141151372	-0.1
ENSGALG00000012153	METTL15P1	0.751114902295421	-0.1
ENSGALG00000029000	HYAL3	0.751149486126826	-0.1
ENSGALG00000038284		0.751157591135662	0.1
ENSGALG00000005088	CAMK2G	0.7513743683455	0
ENSGALG00000035368	CTRL	0.751393164642288	-0.1
ENSGALG00000003476	ERN1	0.751444356549062	0
ENSGALG00000002549	RGS1	0.751451897978348	0.1
ENSGALG00000020342		0.751945377934478	0.1
ENSGALG00000005000	COMTD1	0.75220223118323	0.1
ENSGALG00000001604		0.752313955275478	0
ENSGALG00000000235	PPP2R2A	0.752525406498715	0
ENSGALG00000017866	SNORA28	0.753246963048001	0.1
ENSGALG00000005181		0.753306258364019	0
ENSGALG00000016583	ESCO2	0.753306258364019	0
ENSGALG00000027372	PIP5K1A	0.753306258364019	0
ENSGALG00000050167		0.753306258364019	-0.1
ENSGALG00000052894		0.753306258364019	-0.1
